timestamp,low,high,open,close,volume
2024-03-17 00:00:00,178.88,204.796,181.948,201.783,460886.4
2024-03-16 00:00:00,176.383,197.468,183.897,181.923,678413.7
2024-03-15 00:00:00,165,189.007,176.817,183.745,1055715.9
2024-03-14 00:00:00,158.88,178.608,164.188,176.673,483166.2
2024-03-13 00:00:00,148.93,167.101,151.188,164.095,320092.5
2024-03-12 00:00:00,141.59,155.362,149.025,151.267,361349.7
2024-03-11 00:00:00,136.117,151.322,144.618,148.947,340514.7
2024-03-10 00:00:00,140.596,148.864,144.457,144.504,130278.6
2024-03-09 00:00:00,143.995,149.531,145.195,144.571,69945.5
2024-03-08 00:00:00,142.208,152.948,144.151,145.039,449439.5
2024-03-07 00:00:00,130.662,149.928,130.957,144.232,758584.6
2024-03-06 00:00:00,120.383,135.025,125.552,130.9,391728.3
2024-03-05 00:00:00,104.654,142.935,133.578,125.819,1014227.2
2024-03-04 00:00:00,127.731,135.3,130.398,133.659,550311.9
2024-03-03 00:00:00,124,132.529,130.261,130.522,227853.2
2024-03-02 00:00:00,127.448,131.886,129.554,130.231,125676.9
2024-03-01 00:00:00,125.8,137.858,125.809,129.4,328909
2024-02-29 00:00:00,117.435,134.828,119.474,125.788,1044973.8
2024-02-28 00:00:00,106.002,119.518,108.47,119.518,832332.9
2024-02-27 00:00:00,105.362,112.546,110.059,108.45,536013.1
2024-02-26 00:00:00,100.251,110.923,103.574,109.949,483220.3
2024-02-25 00:00:00,102.074,104.451,104.082,103.579,75783.1
2024-02-24 00:00:00,98.319,104.818,99.91,104.065,182920.8
2024-02-23 00:00:00,98.737,103.169,101.656,99.89,217155.3
2024-02-22 00:00:00,101.508,107.127,105.102,101.732,182443.5
2024-02-21 00:00:00,100.159,108.484,108.403,105.096,388665.9
2024-02-20 00:00:00,101.089,112.183,111.613,108.343,526537.4
2024-02-19 00:00:00,110.8,115,112.29,111.575,196962.5
2024-02-18 00:00:00,107.563,114.164,108.997,112.211,154972.6
2024-02-17 00:00:00,105.671,111.29,110.46,108.938,494976.4
2024-02-16 00:00:00,108.044,114.573,114,110.469,411787.7
2024-02-15 00:00:00,111.7,118.483,117.152,114,569816.3
2024-02-14 00:00:00,110.744,118.79,112.602,117.037,378401.7
2024-02-13 00:00:00,108.491,115.228,111.701,112.593,664061.7
2024-02-12 00:00:00,103.425,112.24,107.518,111.704,704810.5
2024-02-11 00:00:00,107.3,110.745,109.038,107.535,147624
2024-02-10 00:00:00,106.911,111,106.994,109.061,333263.1
2024-02-09 00:00:00,102.859,109.1,102.859,107.032,577665.7
2024-02-08 00:00:00,100.515,105.026,101.172,102.772,296264
2024-02-07 00:00:00,94.57,101.544,96.849,101.127,437012.5
2024-02-06 00:00:00,93.1,97.843,95.506,96.801,559002.5
2024-02-05 00:00:00,94.1,98.65,95.456,95.518,320421.1
2024-02-04 00:00:00,95.252,98.465,97.791,95.46,380913
2024-02-03 00:00:00,96.624,101.199,100.536,97.89,176671.3
2024-02-02 00:00:00,97.387,102.498,97.813,100.539,449465.3
2024-02-01 00:00:00,92.997,98.021,96.898,97.789,682188.2
2024-01-31 00:00:00,95.788,102.678,101.411,96.909,822400.4
2024-01-30 00:00:00,100.947,106.42,101.831,101.364,670155.5
2024-01-29 00:00:00,95.042,101.999,95.971,101.696,447079.8
2024-01-28 00:00:00,93.347,99.611,94.278,95.978,425390.1
2024-01-27 00:00:00,90.664,94.555,92.293,94.25,257865.9
2024-01-26 00:00:00,86,93.695,86.844,92.275,436201.9
2024-01-25 00:00:00,85.063,89.614,88.721,86.87,449464.9
2024-01-24 00:00:00,83.201,89.376,84.19,88.733,871995.9
2024-01-23 00:00:00,78.935,85.901,83.716,84.217,777971.1
2024-01-22 00:00:00,81.655,91.83,91.04,83.635,927219.5
2024-01-21 00:00:00,90.759,93.925,92.746,91.029,134068.3
2024-01-20 00:00:00,90.093,94.23,93.535,92.788,165231.4
2024-01-19 00:00:00,86.913,95.346,94.232,93.636,666419.4
2024-01-18 00:00:00,90.88,103.5,102.05,94.312,477547.1
2024-01-17 00:00:00,96.609,102.733,97.632,102.128,833478.7
2024-01-16 00:00:00,94.176,98.689,94.381,97.595,290674.9
2024-01-15 00:00:00,92.949,96.859,93.69,94.35,487037.2
2024-01-14 00:00:00,93.642,102.998,95.756,93.719,757131.1
2024-01-13 00:00:00,89.545,97,92.109,95.802,481112.4
2024-01-12 00:00:00,86.117,100.513,99.985,91.994,1148667
2024-01-11 00:00:00,97.634,107.3,102.075,99.869,1013991.3
2024-01-10 00:00:00,92.269,105.566,99.111,102.075,1200733.1
2024-01-09 00:00:00,95.351,106.426,97.905,99.418,887177.2
2024-01-08 00:00:00,84.908,100,89.529,97.964,1536439.7
2024-01-07 00:00:00,87.834,96.841,93.811,89.533,651076.7
2024-01-06 00:00:00,91.364,100.368,99.991,93.864,513402.7
2024-01-05 00:00:00,95.247,105.596,105.102,99.895,712409.5
2024-01-04 00:00:00,96.691,108.411,98.572,105.092,839751.2
2024-01-03 00:00:00,83.5,110.026,106.82,98.55,1383280.1
2024-01-02 00:00:00,106.025,117.054,110.001,106.835,918099.6
2024-01-01 00:00:00,101.52,110,101.745,110,472755
2023-12-31 00:00:00,99.64,105.2,101.925,101.733,431845.4
2023-12-30 00:00:00,100.65,107.672,106.336,101.878,472919.3
2023-12-28 00:00:00,96.729,109.711,106.901,101.99,1128902.6
2023-12-27 00:00:00,104.748,115.38,112.448,106.963,1130170.9
2023-12-26 00:00:00,102,121.36,120.971,112.495,1362461.2
2023-12-25 00:00:00,108,126.795,112.731,120.98,1666129.4
2023-12-24 00:00:00,107.41,118.5,107.971,112.634,1485774.1
2023-12-23 00:00:00,92.868,110.529,98.034,108.007,1263334.1
2023-12-22 00:00:00,90.477,99.6,93.941,98.007,1436663
2023-12-21 00:00:00,81.024,95.81,82.371,93.916,2755879.4
2023-12-20 00:00:00,73.04,84.2,73.1,82.318,3432720.6
2023-12-19 00:00:00,71.762,76.335,74.453,73.1,881533.3
2023-12-18 00:00:00,66.868,75.469,70.822,74.474,1328867.4
2023-12-17 00:00:00,70.242,75.022,73.8,70.858,844138.1
2023-12-16 00:00:00,71.42,77.205,72.6,73.8,725595.4
2023-12-15 00:00:00,72.2,79.658,75.703,72.6,1437107.6
2023-12-14 00:00:00,67.434,76.37,70.668,75.705,1522964.2
2023-12-13 00:00:00,63.311,72.661,68.56,70.656,1796857.8
2023-12-12 00:00:00,65.694,72.4,70.328,68.577,1072859.4
2023-12-11 00:00:00,63.03,75,74.941,70.35,2242175.9
2023-12-10 00:00:00,70.726,74.906,72.432,74.878,954996.7
2023-12-09 00:00:00,71.61,77.83,74.918,72.37,1526672.9
2023-12-08 00:00:00,67.796,75.36,67.796,74.856,1976945
2023-12-07 00:00:00,61.65,69.42,61.901,67.796,1666139.7
2023-12-06 00:00:00,61.055,66.714,61.055,61.872,1477586.5
2023-12-05 00:00:00,59.1,62.596,61.662,61.055,1140898.3
2023-12-04 00:00:00,59.4,65.357,62.982,61.69,1046121.8
2023-12-03 00:00:00,62.241,65.637,63.67,62.952,645006.5
2023-12-02 00:00:00,59.699,63.963,59.777,63.706,532229.6
2023-12-01 00:00:00,58.558,61.901,59.353,59.78,671718.7
2023-11-30 00:00:00,58.754,61.742,59.332,59.229,724143.9
2023-11-29 00:00:00,57.737,61.84,58.256,59.296,1116680.7
2023-11-28 00:00:00,53.93,58.767,55.072,58.198,995961.5
2023-11-27 00:00:00,53.462,58.103,57.598,55.076,884722.7
2023-11-26 00:00:00,56.021,59.065,58.839,57.599,590042.7
2023-11-25 00:00:00,55.75,59.87,56.872,58.844,709954.9
2023-11-24 00:00:00,56.122,58.785,56.533,56.905,1414851.4
2023-11-23 00:00:00,56.158,59.667,57.587,56.513,1225876.1
2023-11-22 00:00:00,51.427,59.051,51.699,57.581,1783145.5
2023-11-21 00:00:00,51.239,57.459,56.629,51.71,2094986
2023-11-20 00:00:00,56,61.413,61.161,56.629,1226003.5
2023-11-19 00:00:00,56.5,62.155,58.593,61.132,1096381.2
2023-11-18 00:00:00,54.745,59.436,58.557,58.585,877173.6
2023-11-17 00:00:00,54.14,60.604,57.816,58.564,1773709.2
2023-11-16 00:00:00,56.488,68.373,65.478,57.846,2653664.1
2023-11-15 00:00:00,56.186,67.18,56.851,65.494,2624302.5
2023-11-14 00:00:00,51.185,58.141,51.659,56.847,2818086.9
2023-11-13 00:00:00,51.534,60,56.336,51.676,3260371.4
2023-11-12 00:00:00,54.6,62.022,56.501,56.389,2664563.4
2023-11-11 00:00:00,53.576,63.924,56.661,56.5,3471482.6
2023-11-10 00:00:00,45.119,57.5,45.342,56.635,3563088.5
2023-11-09 00:00:00,41.596,49.037,43.156,45.326,2655429.2
2023-11-08 00:00:00,42.27,43.9,42.981,43.135,1031459
2023-11-07 00:00:00,40.125,44.88,42.204,42.984,1899924.5
2023-11-06 00:00:00,39.675,42.265,41.183,42.201,993910.9
2023-11-05 00:00:00,40.083,42.932,42.499,41.169,882050
2023-11-04 00:00:00,39.056,42.789,39.472,42.45,986889
2023-11-03 00:00:00,38.02,40.32,40.271,39.471,1326993.8
2023-11-02 00:00:00,38.67,44.6,41.176,40.263,2094410
2023-11-01 00:00:00,37.815,46.982,38.401,41.139,4028953.9
2023-10-31 00:00:00,34.866,38.703,34.969,38.388,1598188.7
2023-10-30 00:00:00,32.314,35.358,32.844,34.946,1029984.4
2023-10-29 00:00:00,31.279,33.208,31.62,32.828,529806.3
2023-10-28 00:00:00,31.344,32.527,31.741,31.631,515131.9
2023-10-27 00:00:00,31.201,33.393,32.776,31.739,1230027.9
2023-10-26 00:00:00,30.722,33.29,32.438,32.777,1718245.7
2023-10-25 00:00:00,30.006,33.923,30.183,32.451,2175337.6
2023-10-24 00:00:00,29.481,32.632,31.896,30.17,2209622.7
2023-10-23 00:00:00,28.75,32.92,29.066,31.926,2779848.5
2023-10-22 00:00:00,27.984,30.005,29.326,29.066,1233401.8
2023-10-21 00:00:00,26.653,30.35,27.028,29.327,2315610.8
2023-10-20 00:00:00,24.74,27.664,24.922,27.029,2012304.5
2023-10-19 00:00:00,23.113,25.885,23.415,24.933,1163948.3
2023-10-18 00:00:00,23.356,24.425,23.942,23.4,683136.5
2023-10-17 00:00:00,23.455,24.567,23.955,23.937,1049749.7
2023-10-16 00:00:00,21.886,24.937,21.923,23.944,1461886.6
2023-10-15 00:00:00,21.658,22.18,21.988,21.931,320035.1
2023-10-14 00:00:00,21.791,22.316,21.845,21.986,489258.2
2023-10-13 00:00:00,21.115,22.206,21.265,21.84,647010.7
2023-10-12 00:00:00,20.91,22.044,22.012,21.28,747922.1
2023-10-11 00:00:00,21.603,22.405,22.107,22.012,906867.7
2023-10-09 00:00:00,21.599,23.375,23.222,22.089,951874.5
2023-10-08 00:00:00,23.074,23.636,23.288,23.224,390531.3
2023-10-07 00:00:00,23.084,24.207,23.416,23.298,624454
2023-10-06 00:00:00,22.669,23.76,22.69,23.413,1009296.2
2023-10-05 00:00:00,22.52,23.772,23.12,22.676,932371.2
2023-10-04 00:00:00,22.575,23.852,23.609,23.125,1275488.7
2023-10-03 00:00:00,23.2,24.8,23.389,23.609,1801738.4
2023-10-02 00:00:00,22.908,24.935,23.887,23.389,2054995.8
2023-10-01 00:00:00,21.118,25.397,21.34,23.881,3642101.7
2023-09-30 00:00:00,20.065,21.785,20.259,21.345,1304166.4
2023-09-29 00:00:00,19.839,20.449,19.956,20.259,1000222.4
2023-09-28 00:00:00,19.085,19.981,19.112,19.951,880043.1
2023-09-27 00:00:00,18.687,19.463,19.011,19.122,801529.6
2023-09-26 00:00:00,18.804,19.516,19.392,19.014,583529.7
2023-09-25 00:00:00,19.076,19.722,19.357,19.389,746940.5
2023-09-24 00:00:00,19.2,19.67,19.482,19.36,560758.3
2023-09-23 00:00:00,19.283,19.58,19.415,19.48,464883.1
2023-09-22 00:00:00,19.129,19.795,19.45,19.422,779286.1
2023-09-21 00:00:00,19.258,20.282,20.281,19.454,1053358.9
2023-09-20 00:00:00,19.8,20.534,20.02,20.282,1147439.4
2023-09-19 00:00:00,19.569,20.413,19.639,20.019,1278166.6
2023-09-18 00:00:00,18.556,20.141,18.797,19.651,1791099
2023-09-17 00:00:00,18.619,19.12,19.113,18.807,638163.8
2023-09-16 00:00:00,18.856,19.445,19.127,19.114,692050.5
2023-09-15 00:00:00,18.552,19.504,18.834,19.128,1140678.3
2023-09-14 00:00:00,18.373,19.338,18.391,18.831,2617479.6
2023-09-13 00:00:00,17.688,18.528,17.903,18.386,2796242.4
2023-09-12 00:00:00,17.561,18.781,17.711,17.908,1689703.8
2023-09-11 00:00:00,17.321,18.441,18.224,17.729,1896552
2023-09-10 00:00:00,17.1,19.419,19.416,18.227,1744828.1
2023-09-09 00:00:00,19.34,19.598,19.591,19.428,323502.5
2023-09-08 00:00:00,19.341,20.291,19.906,19.597,1051085.7
2023-09-07 00:00:00,19.323,19.983,19.625,19.901,1116178.3
2023-09-06 00:00:00,19.127,20.374,20.255,19.626,1250595.4
2023-09-05 00:00:00,19.026,20.59,19.513,20.258,1262198
2023-09-04 00:00:00,19.175,20.042,19.563,19.512,689814.6
2023-09-03 00:00:00,19.234,19.652,19.486,19.562,284166.4
2023-09-02 00:00:00,19.128,19.696,19.32,19.482,277159.5
2023-09-01 00:00:00,19.022,19.921,19.715,19.322,842722.3
2023-08-31 00:00:00,19.418,21.058,20.819,19.719,919883.6
2023-08-30 00:00:00,20.6,21.982,21.822,20.819,790950.2
2023-08-29 00:00:00,20.106,22.046,20.546,21.792,1117323.4
2023-08-28 00:00:00,20.031,20.779,20.777,20.543,626894.7
2023-08-27 00:00:00,20.241,20.9,20.268,20.781,359571.3
2023-08-26 00:00:00,20.178,20.422,20.402,20.273,198334.9
2023-08-25 00:00:00,20.07,21.038,21.031,20.385,467494.8
2023-08-24 00:00:00,20.656,22,21.722,21.05,712071.4
2023-08-23 00:00:00,20.337,21.859,20.57,21.723,578474.9
2023-08-22 00:00:00,19.222,21.263,21.189,20.557,610875.2
2023-08-21 00:00:00,20.273,21.775,21.772,21.19,521035.9
2023-08-20 00:00:00,21.551,22.021,21.885,21.773,187230.8
2023-08-19 00:00:00,21.284,22.168,21.321,21.881,354048.7
2023-08-18 00:00:00,20.845,22.192,21.661,21.333,603752.2
2023-08-17 00:00:00,19.724,23.413,22.778,21.67,1415989
2023-08-16 00:00:00,22.345,23.995,23.875,22.79,894276.4
2023-08-15 00:00:00,23.709,25.381,25.169,23.874,858346.5
2023-08-14 00:00:00,24.045,25.276,24.207,25.162,956471.5
2023-08-13 00:00:00,24.198,24.936,24.928,24.205,443604.3
2023-08-12 00:00:00,24.378,25.554,24.61,24.892,268889.1
2023-08-11 00:00:00,24.329,24.9,24.604,24.595,414898.7
2023-08-10 00:00:00,24.124,24.871,24.377,24.578,390132.7
2023-08-09 00:00:00,24.095,24.973,24.203,24.372,686438
2023-08-08 00:00:00,23,24.77,23.097,24.2,1136790.9
2023-08-07 00:00:00,22.305,23.62,23.173,23.097,804606
2023-08-06 00:00:00,22.568,23.449,22.642,23.158,547556.4
2023-08-05 00:00:00,22.194,22.911,22.78,22.639,363239.9
2023-08-04 00:00:00,22.455,23.542,22.618,22.78,946525.1
2023-08-03 00:00:00,22.438,23.388,23.119,22.608,896570.3
2023-08-02 00:00:00,22.783,24.285,24.044,23.146,875096.1
2023-08-01 00:00:00,22.539,24.064,23.724,24.029,1273700
2023-07-31 00:00:00,23.515,24.777,24.246,23.72,878649
2023-07-30 00:00:00,23.099,25.21,25.163,24.245,864775
2023-07-29 00:00:00,24.749,25.389,24.817,25.162,537883.6
2023-07-28 00:00:00,24.537,25.56,25.098,24.818,817651.4
2023-07-27 00:00:00,24.676,25.692,25.181,25.106,1259120.2
2023-07-26 00:00:00,23.174,25.691,23.283,25.183,1444587.3
2023-07-25 00:00:00,22.717,23.593,23.374,23.279,779474.9
2023-07-24 00:00:00,22.87,24.82,24.76,23.368,1415585.1
2023-07-23 00:00:00,24.152,25.255,24.52,24.762,657055.4
2023-07-21 00:00:00,25.064,25.998,25.361,25.511,923854.6
2023-07-20 00:00:00,24.81,27.377,26.347,25.369,1648172.8
2023-07-19 00:00:00,25.366,26.997,25.566,26.314,2117255.6
2023-07-18 00:00:00,24.746,27.1,26.816,25.566,1812828
2023-07-17 00:00:00,25.387,28.49,27.404,26.789,2157602
2023-07-16 00:00:00,26.425,28.687,27.471,27.407,1557854.1
2023-07-15 00:00:00,26.459,29.113,26.672,27.471,2207045.4
2023-07-14 00:00:00,24.96,32.62,26.021,26.663,4114209.2
2023-07-13 00:00:00,21.428,26.852,21.931,26.013,4925489.6
2023-07-12 00:00:00,21.764,22.921,22.069,21.933,2116147.7
2023-07-11 00:00:00,21.214,22.37,21.297,22.081,2862029.9
2023-07-10 00:00:00,20.481,21.802,21.343,21.319,2685500.4
2023-07-09 00:00:00,21.012,22.369,21.836,21.343,2241057.6
2023-07-08 00:00:00,21.329,22.458,21.493,21.836,1937583.8
2023-07-07 00:00:00,19.26,21.804,19.598,21.494,3694000.9
2023-07-06 00:00:00,18.818,21.106,19,19.603,4235807.8
2023-07-05 00:00:00,18.3,19.39,19.145,18.992,1269208.2
2023-07-04 00:00:00,19.076,19.948,19.265,19.151,1083558.1
2023-07-03 00:00:00,18.883,19.68,19.47,19.272,800196.6
2023-07-02 00:00:00,18.5,19.762,18.686,19.46,979143.5
2023-07-01 00:00:00,17.903,19.004,18.86,18.689,868569.2
2023-06-30 00:00:00,16.487,20.039,18,18.866,3167749.8
2023-06-29 00:00:00,15.881,18.287,15.972,17.999,2121038.1
2023-06-28 00:00:00,15.549,16.658,16.638,15.961,1321737.1
2023-06-27 00:00:00,16.151,16.945,16.275,16.64,925586.8
2023-06-26 00:00:00,15.923,17.138,16.966,16.284,1335429.6
2023-06-25 00:00:00,16.585,17.386,16.654,16.972,836658.8
2023-06-24 00:00:00,16.319,17.545,17.147,16.654,820495.8
2023-06-23 00:00:00,16.191,17.549,16.64,17.135,1092432
2023-06-22 00:00:00,16.584,17.76,17.221,16.633,1109029.9
2023-06-21 00:00:00,16.56,17.4,16.647,17.256,1070077.5
2023-06-20 00:00:00,15.724,16.681,16.1,16.641,1103283.1
2023-06-19 00:00:00,15.35,16.146,15.436,16.117,699977.2
2023-06-18 00:00:00,15.109,15.821,15.629,15.437,521249.3
2023-06-17 00:00:00,15.153,16.131,15.305,15.634,928295.3
2023-06-16 00:00:00,14.372,15.46,14.759,15.306,1867171.3
2023-06-15 00:00:00,14.154,15.046,14.468,14.766,1579696.9
2023-06-14 00:00:00,14.061,15.357,15.035,14.489,1456868
2023-06-13 00:00:00,14.76,15.99,15.193,15.039,2219761
2023-06-12 00:00:00,14.75,15.699,15.554,15.181,2406530.6
2023-06-11 00:00:00,15.128,16.192,15.628,15.544,3254845.4
2023-06-10 00:00:00,12.749,17.429,17.4,15.628,8190229.9
2023-06-09 00:00:00,17.118,19.366,18.873,17.397,2508275.9
2023-06-08 00:00:00,18.23,19.108,18.631,18.881,1357181.2
2023-06-07 00:00:00,18.494,20.539,20.391,18.632,1904522.2
2023-06-06 00:00:00,19.243,20.715,19.974,20.392,1475027.1
2023-06-05 00:00:00,18.916,22.068,21.832,20.008,2009160.2
2023-06-04 00:00:00,21.045,22.31,21.202,21.829,688270.3
2023-06-03 00:00:00,20.971,21.356,21.266,21.202,356065.3
2023-06-02 00:00:00,20.302,21.386,20.5,21.263,816350.8
2023-06-01 00:00:00,20.413,20.989,20.818,20.491,890876.8
2023-05-31 00:00:00,20.361,21.35,21.27,20.82,874044.4
2023-05-30 00:00:00,20.483,21.418,20.587,21.257,1105800
2023-05-29 00:00:00,20.271,20.996,20.821,20.578,849662.5
2023-05-28 00:00:00,20.306,21.183,20.447,20.813,861276.4
2023-05-27 00:00:00,19.344,20.536,19.369,20.441,702060.9
2023-05-26 00:00:00,19.095,19.557,19.257,19.365,321509.6
2023-05-25 00:00:00,18.777,19.583,19.218,19.257,414168.7
2023-05-24 00:00:00,18.671,20.072,20.039,19.214,1091070.9
2023-05-23 00:00:00,19.427,20.187,19.527,20.025,813013.2
2023-05-22 00:00:00,19.296,20.037,19.618,19.531,399808
2023-05-21 00:00:00,19.362,20.398,20.29,19.582,432859.9
2023-05-20 00:00:00,20.103,20.368,20.364,20.291,164064.4
2023-05-19 00:00:00,20.191,20.601,20.349,20.368,245104.2
2023-05-18 00:00:00,20.081,21.103,21.071,20.346,636844
2023-05-17 00:00:00,20.433,21.221,20.673,21.063,857231.5
2023-05-16 00:00:00,20.45,21.135,20.985,20.672,990431.4
2023-05-15 00:00:00,20.605,21.527,20.939,20.988,859168.2
2023-05-14 00:00:00,20.588,21.282,20.857,20.942,557523.6
2023-05-13 00:00:00,20.783,21.3,20.922,20.854,586059.2
2023-05-12 00:00:00,19.813,20.952,20.186,20.92,820734.5
2023-05-11 00:00:00,19.734,20.947,20.943,20.197,660607
2023-05-10 00:00:00,19.827,21.318,20.669,20.947,905809.1
2023-05-09 00:00:00,20.427,21.015,20.645,20.666,699871.3
2023-05-08 00:00:00,19.952,21.856,21.67,20.647,1755603.9
2023-05-07 00:00:00,21.643,22.82,21.953,21.677,1629339.2
2023-05-06 00:00:00,21.576,23.261,22.851,21.955,1076693.9
2023-05-05 00:00:00,21.559,23.091,21.75,22.846,1320890.7
2023-05-04 00:00:00,21.613,22.501,22.257,21.75,1012844.9
2023-05-02 00:00:00,21.745,22.394,21.953,22.271,1052989
2023-05-01 00:00:00,21.555,22.905,22.752,21.956,1122609.7
2023-04-30 00:00:00,22.713,24.009,23.205,22.724,834482.4
2023-04-29 00:00:00,22.908,23.909,23.374,23.213,808953.5
2023-04-28 00:00:00,22.188,23.533,22.368,23.362,1265144.8
2023-04-27 00:00:00,21.189,22.523,21.283,22.333,1870404.8
2023-04-26 00:00:00,20.351,22.99,21.961,21.286,2455763.1
2023-04-25 00:00:00,20.74,21.969,21.396,21.937,1607528.8
2023-04-24 00:00:00,21.021,22.009,21.48,21.383,1364557.6
2023-04-23 00:00:00,20.99,22.26,21.789,21.48,1124325.5
2023-04-22 00:00:00,21.058,21.999,21.256,21.812,571902.9
2023-04-21 00:00:00,20.926,22.429,22.199,21.26,1638374.1
2023-04-20 00:00:00,21.593,23.186,22.681,22.2,2265606.7
2023-04-19 00:00:00,21.481,24.999,24.845,22.684,3303762.2
